"COD_ACC","PRG_CONV","NUM_POLIZZA","COD_COMP","DES_CONV","PERC_ACCANTONAMENTO","CODICE_POLIZZA_AZIENDA","ACCORDO_NP","PRG_GRUPPO_INVIO","COD_PROVIDER","MAX_GG_PAGAMENTO","FLG_LIQUIDAZIONE_DIRETTA"
"0019","205","79244434","0001","FDO TUTELA 01 EUROTERMO","0",,"A","1","CONV","30","N"
"0019","206","79244437","0001","FDO TUTELA 01 INT SET DISTRIBU","0",,"A","1","CONV","30","N"
"0019","207","79244438","0001","FDO TUTELA 01 INT DOLOMITI ENE","0",,"A","1","CONV","30","N"
"0019","208","79244493","0001","FDO TUTELA 11 RIVA SRL","0",,"A","1","CONV","30","N"
"0019","209","79267281","0001","FDO TUTELA 02 INT INVEL REAL E","0",,"A","1","CONV","30","N"
"0019","210","79267286","0001","FDO TUTELA 10 ITIB SRL","0",,"A","1","CONV","30","N"
"0019","211","79267287","0001","FDO TUTELA 14 ITIB SRL","0",,"A","1","CONV","30","N"
"0019","212","500881406","0001","FDO TUTELA 10 G.M.O. SRL","0",,"A","1","CONV","30","N"
"0019","213","500881409","0001","FDO TUTELA 10 PUATO & ZOTTA","0",,"A","1","CONV","30","N"
"0019","214","500881410","0001","FDO TUTELA 10 I.Q.S. SRL","0",,"A","1","CONV","30","N"
"0019","215","500881411","0001","FDO TUTELA 10 STAMPERIA DEL SE","0",,"A","1","CONV","30","N"
"0019","216","500881413","0001","FDO TUTELA 10 LIVI SRL","0",,"A","1","CONV","30","N"
"0019","217","500881422","0001","FDO TUTELA 10 EDIL NICO IANNIZ","0",,"A","1","CONV","30","N"
"0019","218","500881424","0001","FDO TUTELA 10 MINZONI SRL","0",,"A","1","CONV","30","N"
"0019","219","500881426","0001","FDO TUTELA 10 ALKAFF SRL","0",,"A","1","CONV","30","N"
"0019","220","500881427","0001","FDO TUTELA 10 LA FENICE SRL","0",,"A","1","CONV","30","N"
"0019","221","500881430","0001","FDO TUTELA 12 I & ME SRL","0",,"A","1","CONV","30","N"
"0019","222","500881431","0001","FDO TUTELA 10 BELLUCCI SPA","0",,"A","1","CONV","30","N"
"0019","223","500881432","0001","FDO TUTELA 10 MORANGE","0",,"A","1","CONV","30","N"
"0019","224","500881433","0001","FDO TUTELA 10 SELCA SRL","0",,"A","1","CONV","30","N"
"0019","225","500881436","0001","FDO TUTELA 12 BRUGHIERA SRL","0",,"A","1","CONV","30","N"
"0019","226","500881437","0001","FDO TUTELA 11 LA PANTASTAMPI","0",,"A","1","CONV","30","N"
"0019","227","500881451","0001","FDO TUTELA 10 PARMA MET SRL","0",,"A","1","CONV","30","N"
"0019","228","500881453","0001","FDO TUTELA 01 INT HYDRO DOLOMI","0",,"A","1","CONV","30","N"
"0019","229","500881454","0001","FDO TUTELA 10 PROFILATI LONATE","0",,"A","1","CONV","30","N"
"0019","230","500881457","0001","FDO TUTELA 14 FERT SRL","0",,"A","1","CONV","30","N"
"0019","231","500881458","0001","FDO TUTELA 10 PERCORSI ASSICUR","0",,"A","1","CONV","30","N"
"0019","232","500881459","0001","FDO TUTELA 11 SIRAMVIN SRL","0",,"A","1","CONV","30","N"
"0019","233","500881461","0001","FDO TUTELA 12 DADI SRL","0",,"A","1","CONV","30","N"
"0019","234","500881463","0001","FDO TUTELA 11 DELLA TORRE SNC","0",,"A","1","CONV","30","N"
"0019","235","500881465","0001","FDO TUTELA 12 C.R. APPALTI SRL","0",,"A","1","CONV","30","N"
"0098","101","72908121","0001","FDO TUTELA 10 BIGFIVE SRL","0",,"A","1","CONV","30","N"
"0098","109","72908162","0001","FDO TUTELA 10 VEGAPROGETTI SNC","0",,"A","1","CONV","30","N"
"0098","110","72908166","0001","FDO TUTELA 11 OFFICINA EDILE","0",,"A","1","CONV","30","N"
"0098","165","72908332","0001","FDO TUTELA 10 D&E SRL","0",,"A","1","CONV","30","N"
"0098","289","72908435","0001","FDO TUTELA 11 L. & T. SRL","0",,"A","1","CONV","30","N"
"0098","321","72908499","0001","FDO TUTELA 11 AIRCOMP SRL","0",,"A","1","CONV","30","N"
"0173","3","506552226","0001","OPBG COMPARTO","0",,"A","1","CONV","30","N"
"0218","3","72908088","0001","MITUTELA MEDIUM UNDER 70","0",,"A","1","CONV","0","N"
"0179","35","505798892","0001","OPZ AI/3CK BASE PALO ALTO","0",,"A","1","CONV","0","N"
"0179","36","505798892","0001","OPZ AI/QUAS/6CK BAD PALO ALTO","0",,"A","1","CONV","0","N"
"0218","24","72908400","0001","MT MEDIUM UNDER 70_ZOTTI","0",,"A","1","CONV","0","N"
"0218","25","72908441","0001","MT MEDIUM UNDER 70_STEFANI","0",,"A","1","CONV","0","N"
"0218","39","72908339","0001","MT BASE UNDER 70_MANARA","0",,"A","1","CONV","0","N"
"0218","40","501049273","0001","MT TOP UNDER 70_GREGORINI","0",,"A","1","CONV","0","N"
"0218","41","500881886","0001","MT MEDIUM OVER 70_NANI","0",,"A","1","CONV","0","N"
"0218","42","72908080","0001","MT BASE UNDER 70_GOZIO","0",,"A","1","CONV","0","N"
"0218","43","72908088","0001","MT MEDIUM UNDER 70_SCALIA","0",,"A","1","CONV","0","N"
"0218","44","72908074","0001","MT BASE OVER 70_REITANO","0",,"A","1","CONV","0","N"
"0218","45","72908383","0001","MT MEDIUM UNDER 70_PADERNO","0",,"A","1","CONV","0","N"
"0218","46","72908087","0001","MT MEDIUM UNDER 70_DE PIAZZI","0",,"A","1","CONV","0","N"
"0217","106","72908121","0001","FT3 BIG FIVE SRL","0",,"A","1","CONV","30","N"
"0217","120","500881431","0001","FT3 >70 BELLUCCI SPA","0",,"A","1","CONV","30","N"
"0217","125","72908137","0001","FT4 GENERAL TRASPORTI SRL","0",,"A","1","CONV","30","N"
"0217","126","72908341","0001","FT3 GALLUS SPA","0",,"A","1","CONV","30","N"
"0217","127","72908341","0001","FT3 >70 GALLUS SPA","0",,"A","1","CONV","30","N"
"0179","75","506601127","0001","OPZ GKND GKN HYDROGEN","0",,"A","1","CONV","0","N"
"0217","153","72908467","0001","FT4 LOLLI CERES SRL","0",,"A","1","CONV","30","N"
"0217","154","72908415","0001","FT6 ORLANDI SPA","0",,"A","1","CONV","30","N"
"0217","156","72908327","0001","FT8 POVOLO SRL","0",,"A","1","CONV","30","N"
"0217","157","72908327","0001","FT8 >70 POVOLO SRL","0",,"A","1","CONV","30","N"
"0217","158","72908288","0001","FT3 NOVA TEK SRL","0",,"A","1","CONV","30","N"
"0098","272","72908405","0001","FDO TUTELA 13 PLANETEL SPA","0",,"A","1","CONV","30","N"
"0163","1","501988932","0001","ASSOCIATI EBIPRO 2024","0",,"A","13","CONV","0","N"
"0218","4","72908088","0001","MITUTELA MEDIUM OVER 70","0",,"A","1","CONV","0","N"
"0221","1","72908203","0001","TINABA SRL IMPIEGATI","0",,"A","1","CONV","30","N"
"0221","2","72908204","0001","TINABA SRL QUADRI","0",,"A","1","CONV","30","N"
"0221","3","72908202","0001","TINABA SRL DIRIGENTI","0",,"A","1","CONV","30","N"
"0221","4","72908200","0001","TINABA SRL AMMINISTRATORI","0",,"A","1","CONV","30","N"
"0218","93","72908458","0001","MT TOP UNDER 70_CASALI","0",,"A","1","CONV","0","N"
"0218","94","72908149","0001","MT BASE UNDER 70_DAL CIELO","0",,"A","1","CONV","0","N"
"0218","107",,"0001","MT BASE UNDER 70_COROLETCHI","0",,"A","1","CONV","0","N"
"0037","1","501671729","0001","DIPENDENTI COMUNE BOLOGNA","0",,"A","1","CONV","30","N"
"0038","90","72908369","0001","MITUTELA BASE 045","0",,"A","1","CONV","0","N"
"0098","271","72908406","0001","FDO TUTELA 10 MASCA S.A.S","0",,"A","1","CONV","30","N"
"0217","191","72908389","0001","FT3 ERIMAT","0",,"A","1","CONV","30","N"
"0217","192","72908143","0001","FT3 2G DI GAMBILLARE & C.","0",,"A","1","CONV","30","N"
"0217","193","72908155","0001","FT3 >70 LA RISANAUTO","0",,"A","1","CONV","30","N"
"0217","194","72908302","0001","FT4 >70 AMBRO LOGISTICA","0",,"A","1","CONV","30","N"
"0056","7","253742118","0002","P&P PLUS COMPLETA 2P > 80","0",,"A","2","CONV","60","N"
"0179","27","506601079","0001","OPZ AI/QUAS/4 N BASE WL GORE","0",,"A","1","CONV","0","N"
"0179","28","506601079","0001","OPZ AI/QUAS/4 S BASE WL GORE","0",,"A","1","CONV","0","N"
"0041","3","501049079","0001","CASSA OPZIONE C 001","0",,"A","1","CONV","0","N"
"0057","1","500349752","0001","QUADRI IN SERVIZIO","0",,"A","1","CONV","30","N"
"0019","236","500881481","0001","FDO TUTELA 11 LOGART PRESS","0",,"A","1","CONV","30","N"
"0019","237","500881494","0001","FDO TUTELA 10 BONINI SRL","0",,"A","1","CONV","30","N"
"0019","238","500881496","0001","FDO TUTELA 10 ERRECI IMPIANTI","0",,"A","1","CONV","30","N"
"0019","239","501049073","0001","FDO TUTELA 10 DATA RAPPRESENTA","0",,"A","1","CONV","30","N"
"0019","240","501049076","0001","FDO TUTELA 10 OTTICA RICHETTI","0",,"A","1","CONV","30","N"
"0019","241","501049077","0001","FDO TUTELA 10 TECNO LOGIC SRL","0",,"A","1","CONV","30","N"
"0019","242","501049235","0001","FDO TUTELA 01 BLU ICE SRL","0",,"A","1","CONV","30","N"
"0019","243","501049255","0001","FDO TUTELA 10 SCOPELLO CERAMIC","0",,"A","1","CONV","30","N"
"0019","244","501049261","0001","FDO TUTELA 10 S.T.A. SRL","0",,"A","1","CONV","30","N"
"0019","245","501049274","0001","FDO TUTELA 01 SPALENZA SRL","0",,"A","1","CONV","30","N"
"0019","246","501049275","0001","FDO TUTELA 10 GALVAMET SRL","0",,"A","1","CONV","30","N"
"0019","247","501049346","0001","FDO TUTELA 04 ZECCHINI G. SRL","0",,"A","1","CONV","30","N"
"0019","248","501049347","0001","FDO TUTELA 10 LOVING LUDO SRL","0",,"A","1","CONV","30","N"
"0098","108","72908161","0001","FDO TUTELA 10 NUOVA CIVES SRL","0",,"A","1","CONV","30","N"
"0098","247","501049346","0001","FDO TUTELA 04 ZECCHINI G. SRL","0",,"A","1","CONV","30","N"
"0098","248","501049347","0001","FDO TUTELA 10 LOVING LUDO SRL","0",,"A","1","CONV","30","N"
"0088","148","72908460","0001","MITUTELA MEDIUM 065","0",,"A","1","CONV","0","N"
"0088","153","72908479","0001","MITUTELA MEDIUM 069","0",,"A","1","CONV","0","N"
"0166","23","506188042","0001","SOCI 32 ANNI","0",,"A","1","CONV","30","N"
"0166","24","506188042","0001","SOCI 33 ANNI","0",,"A","1","CONV","30","N"
"0173","2","506552225","0001","OPBG AMMINISTRATIVI","0",,"A","1","CONV","30","N"
"0179","41","505798992","0001","OPZ GAMMA PLUS AUTOSCOUT24 ITA","0",,"A","1","CONV","0","N"
"0217","85","72908503","0001","FT5 C.N.S. SRL","0",,"A","1","CONV","30","N"
"0217","86","72908504","0001","FT6 SWEDEN & MARTINA SPA","0",,"A","1","CONV","30","N"
"0217","220","72908205","0001","FT4 ABITRANS","0",,"A","1","CONV","30","N"
"0217","225","72908510","0001","FT1 INT TOP NOVARETI","0",,"A","1","CONV","30","N"
"0217","226","72908510","0001","FT1 INT TOP SET DISTRIBUZIONE","0",,"A","1","CONV","30","N"
"0179","85",,"0001","OPZ EPSILON BASE FINELDO","0",,"A","1","CONV","0","N"
"0023","16","501225800","0001","FASDAPI INTEGRATIVA DIRIGENTI","0",,"A","1","CONV","30","N"
"0019","15","79244381","0001","FONDO TUTELA 01_003INTEGRATIVA","0",,"A","1","CONV","30","N"
"0038","3","72908163","0001","MITUTELA TOP 001","0",,"A","1","CONV","0","N"
"0098","266","72908417","0001","FDO TUTELA 13 SEED DIGITAL SRL","0",,"A","1","CONV","30","N"
"0157","4","501258086","0001","JUNIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0180","1","506552235","0001","DIRIGENTI SINGLE","0",,"A","1","CONV","30","N"
"0180","2","506552235","0001","DIRIGENTI NUCLEO 2 ASSICURATI","0",,"A","1","CONV","30","N"
"0188","1","79903922","0001","FLEXTRONICS","0",,"A","1","CONV","0","N"
"0224","1","505756047","0001","TORRISI AMMINISTRATORI","0",,"A","1","CONV","0","N"
"0098","310","72908466","0001","FDO TUTELA 10 DLN SRL","0",,"A","1","CONV","30","N"
"0179","46","505798894","0001","OPZ AC/4CK BAD ZACCHERA","0",,"A","1","CONV","0","N"
"0217","116","72908365","0001","FT4 SISTEMI OPEN SRL","0",,"A","1","CONV","30","N"
"0217","117","500881461","0001","FT5 DADI SRL","0",,"A","1","CONV","30","N"
"0019","11","501049264","0001","FONDO TUTELA 16_001INTEGRATIVA","0",,"A","1","CONV","30","N"
"0056","5","253742118","0002","P&P PLUS COMPLETA 1P","0",,"A","2","CONV","60","N"
"0088","162","72908495","0001","MITUTELA BASE 067","0",,"A","1","CONV","0","N"
"0218","31","72908429","0001","MT MEDIUM UNDER 70_CAPANNA","0",,"A","1","CONV","0","N"
"0218","32","72908494","0001","MT MEDIUM UNDER 70_FRANCHINI","0",,"A","1","CONV","0","N"
"0218","33","72908305","0001","MT BASE UNDER 70_PASCUCCI","0",,"A","1","CONV","0","N"
"0217","68","72908227","0001","FT1 ASSICATANIA","0",,"A","1","CONV","30","N"
"0020","3","74680263","0001","DIOR DIRIGENTI","0",,"A","1","CONV","30","N"
"0098","70","500881932","0001","FDO TUTELA 11 ALIMEDE SRL","0",,"A","1","CONV","30","N"
"0161","1","505890006","0001","BDS STANDARD","0",,"A","1","CONV","30","N"
"0161","2","505890006","0001","BDS STANDARD + GAR. AGGIUNTIVE","0",,"A","1","CONV","30","N"
"0125","17","66312900","0001","FUNZIONARI Q NUCLEO 4 PERSONE","0",,"A","1","CONV","0","N"
"0125","18","66312901","0001","DIRIGENTI Q NUCLEO > 3 PERSONE","0",,"A","1","CONV","0","N"
"0165","5","505586238","0001","SPORT E SALUTE INT DIR","0",,"A","1","CONV","20","N"
"0166","5","506188042","0001","SOCI 14 ANNI","0",,"A","1","CONV","30","N"
"0166","18","506188042","0001","SOCI 27 ANNI","0",,"A","1","CONV","30","N"
"0168","2","506270817","0001","FUNZIONARI NUCLEO 2 PERSONE","0",,"A","1","CONV","0","N"
"0202","11","506552234","0001","QUADRI NUCLEO 4 ASSICURATI","0",,"A","1","CONV","30","N"
"0217","41","501049263","0001","FT3 BEOCOM","0",,"A","1","CONV","30","N"
"0217","90","72908277","0001","FT6 MUSIC CENTER SRL","0",,"A","1","CONV","30","N"
"0217","91","72908237","0001","FT5 TRANSFILMS SRL","0",,"A","1","CONV","30","N"
"0217","92","72908237","0001","FT5 >70 TRANSFILMS SRL","0",,"A","1","CONV","30","N"
"0217","105","72908069","0001","FT3 I.L.S.E.T. SRL","0",,"A","1","CONV","30","N"
"0217","108","72908401","0001","FT4 VANIA","0",,"A","1","CONV","30","N"
"0179","76","505798890","0001","OPZ AI/QUAS/7 BAD ISEO CAPITAL","0",,"A","1","CONV","0","N"
"0047","1","79903922","0001","FLEXTRONICS","0",,"A","1","CONV","0","N"
"0098","249","501049356","0001","FDO TUTELA 01 INT IHC SPA","0",,"A","1","CONV","30","N"
"0098","250","501049413","0001","FDO TUTELA 11 CENTRO METEO ITA","0",,"A","1","CONV","30","N"
"0088","127","72908398","0001","MITUTELA MEDIUM 055","0",,"A","1","CONV","0","N"
"0088","132","72908410","0001","MITUTELA BASE 060","0",,"A","1","CONV","0","N"
"0098","66","72908302","0001","FDO TUTELA 11 AMBRO LOGISTICA","0",,"A","1","CONV","30","N"
"0088","151","72908476","0001","MITUTELA MEDIUM 067","0",,"A","1","CONV","0","N"
"0215","1","501988932","0001","ASSOCIATI EBIPRO 2025","0",,"A","13","CONV","0","N"
"0219","1","500881464","0001","ASCOM RICOVERO < 2.000,01","0",,"A","1","CONV","0","N"
"0219","2","500881464","0001","ASCOM RICOVERO 2000,01-5000,00","0",,"A","1","CONV","0","N"
"0219","3","500881464","0001","ASCOM RICOVERO > 5.000,00","0",,"A","1","CONV","0","N"
"0219","4","500881464","0001","SOLO TIT. RICOVERO < 2.000,01","0",,"A","1","CONV","0","N"
"0219","5","500881464","0001","SOLO TIT. RICO 2000,01-5000,00","0",,"A","1","CONV","0","N"
"0219","6","500881464","0001","SOLO TIT. RICOVERO > 5.000,00","0",,"A","1","CONV","0","N"
"0218","2","72908160","0001","MITUTELA BASE OVER 70","0",,"A","1","CONV","0","N"
"0217","28","79244383","0001","FT7 ISA","0",,"A","1","CONV","30","N"
"0218","14","500881450","0001","MT MEDIUM UNDER 70_CHIAPPA","0",,"A","1","CONV","0","N"
"0179","51","506601004","0001","OPZ AC/4 BAD YELLOWKNIFE","0",,"A","1","CONV","0","N"
"0217","112","72908162","0001","FT3 >70 VEGA PROGETTI SNC","0",,"A","1","CONV","30","N"
"0179","86",,"0001","OPZ EPSILON BASE FINELDO FAM","0",,"A","1","CONV","0","N"
"0179","87",,"0001","OPZ ALFA BASE FINELDO","0",,"A","1","CONV","0","N"
"0076","4","74680257","0001","DIOR QUADRI INTEGRATIVA","0",,"A","1","CONV","30","N"
"0125","16","66312900","0001","FUNZIONARI Q NUCLEO 3 PERSONE","0",,"A","1","CONV","0","N"
"0217","101",,"0001","FT3 BE. DESIGN AMBASSADOR SRL","0",,"A","1","CONV","30","N"
"0056","3","253742117","0002","P&P BASE INTEGRATIVA","0",,"A","2","CONV","60","N"
"0218","30","72908363","0001","MT BASE UNDER 70_MARTINO","0",,"A","1","CONV","0","N"
"0218","75",,"0001","MT BASE UNDER 70_CLIVIO","0",,"A","1","CONV","0","N"
"0217","132","72908207","0001","FT3 GEMMA RAGOGNA SRL","0",,"A","1","CONV","30","N"
"0053","5","66312901","0001","DIRIGENTI Q NUCLEO 2 PERSONE","0",,"A","1","CONV","0","N"
"0038","49","72908173","0001","MITUTELA BASE 021","0",,"A","1","CONV","0","N"
"0019","113","72908174","0001","FDO TUTELA 11 AELLE CARGO","0",,"A","1","CONV","30","N"
"0019","114","72908177","0001","FDO TUTELA 10 TGM SRL","0",,"A","1","CONV","30","N"
"0019","115","72908180","0001","FDO TUTELA 10 BIHOS SRL","0",,"A","1","CONV","30","N"
"0019","116","72908193","0001","FDO TUTELA 13 ALLROUND SRL","0",,"A","1","CONV","30","N"
"0038","50","72908194","0001","MITUTELA MEDIUM 024","0",,"A","1","CONV","0","N"
"0038","51","72908195","0001","MITUTELA MEDIUM 025","0",,"A","1","CONV","0","N"
"0019","117","72908199","0001","FDO TUTELA 10 OTRA SNC","0",,"A","1","CONV","30","N"
"0038","52","72908201","0001","MITUTELA MEDIUM 026","0",,"A","1","CONV","0","N"
"0019","118","72908206","0001","FDO TUTELA 10 STELAR SRL","0",,"A","1","CONV","30","N"
"0019","119","72908207","0001","FDO TUTELA 10 GEMMA RAGOGNA","0",,"A","1","CONV","30","N"
"0019","120","72908208","0001","FDO TUTELA 10 COMUNIAN ZANETTI","0",,"A","1","CONV","30","N"
"0019","121","72908209","0001","FDO TUTELA 10 CORDIOLI SRL","0",,"A","1","CONV","30","N"
"0038","53","72908212","0001","MITUTELA MEDIUM 027","0",,"A","1","CONV","0","N"
"0019","122","72908213","0001","FDO TUTELA 10 TRA-FIL SRL","0",,"A","1","CONV","30","N"
"0019","123","72908214","0001","FDO TUTELA 11 ILOP SRL","0",,"A","1","CONV","30","N"
"0019","124","72908215","0001","FDO TUTELA 10 AIELLO SICUSER","0",,"A","1","CONV","30","N"
"0038","54","72908218","0001","MITUTELA BASE 022","0",,"A","1","CONV","0","N"
"0038","55","72908221","0001","MITUTELA MEDIUM 028","0",,"A","1","CONV","0","N"
"0019","125","72908222","0001","FDO TUTELA 10 FRINZI SRL","0",,"A","1","CONV","30","N"
"0019","126","72908223","0001","FDO TUTELA 14 SOGEMONT RAE SRL","0",,"A","1","CONV","30","N"
"0019","127","72908224","0001","FDO TUTELA 10 AUTOMOTIVE SAS","0",,"A","1","CONV","30","N"
"0038","88","72908363","0001","MITUTELA BASE 044","0",,"A","1","CONV","0","N"
"0038","91","72908370","0001","MITUTELA BASE 046","0",,"A","1","CONV","0","N"
"0038","92","72908373","0001","MITUTELA MEDIUM 040","0",,"A","1","CONV","0","N"
"0078","2","501671700","0001","POLIZIA LOCALE BOLOGNA","0",,"A","1","CONV","30","N"
"0164","1","52236278","0001","GI&BI SRL IMPIEGATI","0",,"A","1","CONV","30","N"
"0098","313","72908498","0001","FDO TUTELA 11 FM HOLDING SRL","0",,"A","1","CONV","30","N"
"0166","26","506188042","0001","SOCI 35 ANNI","0",,"A","1","CONV","30","N"
"0166","27","506188042","0001","SOCI 36 ANNI","0",,"A","1","CONV","30","N"
"0166","28","506188042","0001","SOCI 37 ANNI","0",,"A","1","CONV","30","N"
"0166","29","506188042","0001","SOCI 38 ANNI","0",,"A","1","CONV","30","N"
"0218","13","72908455","0001","MITUTELA VIP UNDER 70_CAPONIGR","0",,"A","1","CONV","0","N"
"0217","57","72908317","0001","FT5 ELANGRILL","0",,"A","1","CONV","30","N"
"0217","58","72908292","0001","FT3 DE MARCHI GIOVANNI","0",,"A","1","CONV","30","N"
"0217","59","500881500","0001","FT3 STAR EUROPA","0",,"A","1","CONV","30","N"
"0217","60","72908094","0001","FT3 >70 BM IMMOBILIARE","0",,"A","1","CONV","30","N"
"0217","63","72908225","0001","FT4 COMMI","0",,"A","1","CONV","30","N"
"0179","38","506601051","0001","OPZ AC/3 BAD STUDIO CENTORE","0",,"A","1","CONV","0","N"
"0217","71","72908180","0001","FT3 BIHOS","0",,"A","1","CONV","30","N"
"0217","118","72908183","0001","FT3 >70 BASSOLI E MARINO SAS","0",,"A","1","CONV","30","N"
"0019","14","79244374","0001","FONDO TUTELA 01_002INTEGRATIVA","0",,"A","1","CONV","30","N"
"0125","1","66312903","0001","DIRIGENTI NUCLEO 2 PERSONE","0",,"A","1","CONV","0","N"
"0125","2","66312903","0001","DIRIGENTI NUCLEO 3 PERSONE","0",,"A","1","CONV","0","N"
"0125","3","66312903","0001","DIRIGENTI NUCLEO > 3 PERSONE","0",,"A","1","CONV","0","N"
"0125","4","66312901","0001","DIRIGENTI Q NUCLEO 1 PERSONA","0",,"A","1","CONV","0","N"
"0125","5","66312901","0001","DIRIGENTI Q NUCLEO 2 PERSONE","0",,"A","1","CONV","0","N"
"0125","6","66312902","0001","FUNZIONARI NUCLEO 1 PERSONA","0",,"A","1","CONV","0","N"
"0125","7","66312902","0001","FUNZIONARI NUCLEO 2 PERSONE","0",,"A","1","CONV","0","N"
"0125","8","66312902","0001","FUNZIONARI NUCLEO 3 PERSONE","0",,"A","1","CONV","0","N"
"0125","9","66312902","0001","FUNZIONARI NUCLEO 4 PERSONE","0",,"A","1","CONV","0","N"
"0125","10","66312902","0001","FUNZIONARI NUCLEO 5 PERSONE","0",,"A","1","CONV","0","N"
"0125","11","66312902","0001","FUNZIONARI NUCLEO > 5 PERSONE","0",,"A","1","CONV","0","N"
"0125","12","66312900","0001","FUNZIONARI Q NUCLEO 2 PERSONE","0",,"A","1","CONV","0","N"
"0125","13","66312899","0001","IMPIEGATI NUCLEO 1 PERSONA","0",,"A","1","CONV","0","N"
"0125","14","502088983","0001","IMPIEGATI Q NUCLEO 1 PERSONA","0",,"A","1","CONV","0","N"
"0125","15","502088983","0001","IMPIEGATI Q NUCLEO 2 PERSONE","0",,"A","1","CONV","0","N"
"0098","251","501049419","0001","FDO TUTELA 11 IMPERIA SUITE","0",,"A","1","CONV","30","N"
"0098","252","72908227","0001","FDO TUTELA 09 ASSICATANIA SRL","0",,"A","1","CONV","30","N"
"0098","259","72908414","0001","FDO TUTELA 11 SIRE ELETTRONICA","0",,"A","1","CONV","30","N"
"0088","139","72908432","0001","MITUTELA MEDIUM 060","0",,"A","1","CONV","0","N"
"0217","13",,"0001","FT7","0",,"A","1","CONV","30","N"
"0217","14",,"0001","FT7 >70","0",,"A","1","CONV","30","N"
"0217","15",,"0001","FT8","0",,"A","1","CONV","30","N"
"0217","129","72908268","0001","FT4 NAI NUOVI ALBERGHI ITALIAN","0",,"A","1","CONV","30","N"
"0217","130","72908281","0001","FT3 T ERRE SRL","0",,"A","1","CONV","30","N"
"0217","131","72908206","0001","FT3 STELAR SRL","0",,"A","1","CONV","30","N"
"0218","96","72908167","0001","MT BASE UNDER 70_GENTILE","0",,"A","1","CONV","0","N"
"0019","7","72908100","0001","FONDO TUTELA 11_001","0",,"A","1","CONV","30","N"
"0019","63","72908244","0001","FONDO TUTELA 11_007","0",,"A","1","CONV","30","N"
"0019","64","72908267","0001","FONDO TUTELA 11_008","0",,"A","1","CONV","30","N"
"0019","65","72908291","0001","FONDO TUTELA 11_009","0",,"A","1","CONV","30","N"
"0035","1","79244418","0001","SATOR SPA","0",,"A","1","CONV","30","N"
"0043","1","501049324","0001","DIRIGENTI","0",,"A","1","CONV","30","N"
"0043","2","501049323","0001","QUADRI","0",,"A","1","CONV","30","N"
"0044","1","501049705","0001","DIRIGENTI","0",,"A","1","CONV","30","N"
"0044","2","501049710","0001","QUADRI","0",,"A","1","CONV","30","N"
"0054","1","78556572","0001","QUADRI","0",,"A","1","CONV","30","N"
"0053","11","66312902","0001","FUNZIONARI NUCLEO > 5 PERSONE","0",,"A","1","CONV","0","N"
"0053","12","66312900","0001","FUNZIONARI Q NUCLEO 2 PERSONE","0",,"A","1","CONV","0","N"
"0053","13","66312899","0001","IMPIEGATI NUCLEO 1 PERSONA","0",,"A","1","CONV","0","N"
"0056","17","253742119","0002","P&P AZIENDE INTEGRATIVA 4+P","0",,"A","2","CONV","60","N"
"0038","40","72908126","0001","MITUTELA MEDIUM 020","0",,"A","1","CONV","0","N"
"0019","102","72908128","0001","FDO TUTELA 11 ATLANTICA SRL","0",,"A","1","CONV","30","N"
"0038","41","72908129","0001","MITUTELA BASE 016","0",,"A","1","CONV","0","N"
"0038","42","72908130","0001","MITUTELA BASE 017","0",,"A","1","CONV","0","N"
"0019","103","72908133","0001","FDO TUTELA 13 SIRIO 2002 SRL","0",,"A","1","CONV","30","N"
"0019","104","72908134","0001","FDO TUTELA 10 ALMAR SRLS","0",,"A","1","CONV","30","N"
"0038","43","72908138","0001","MITUTELA MEDIUM 021","0",,"A","1","CONV","0","N"
"0019","105","72908143","0001","FDO TUTELA 10 2G DI GAMBILLARE","0",,"A","1","CONV","30","N"
"0038","44","72908144","0001","MITUTELA BASE 018","0",,"A","1","CONV","0","N"
"0019","106","72908146","0001","FDO TUTELA 15 INT COGEI SRL","0",,"A","1","CONV","30","N"
"0038","45","72908148","0001","MITUTELA BASE 019","0",,"A","1","CONV","0","N"
"0098","42","500881452","0001","FDO TUTELA 10 OSSITAGLIO SPA","0",,"A","1","CONV","30","N"
"0098","45","500881462","0001","FDO TUTELA 10 S07 SRL","0",,"A","1","CONV","30","N"
"0109","1","501049448","0001","AON SPA IMPIEGATI","0",,"A","1","CONV","30","N"
"0109","2","501049446","0001","AON SPA QUADRI","0",,"A","1","CONV","30","N"
"0109","3","73624566","0001","AON SPA OPZ VI 73624566","0",,"A","1","CONV","30","N"
"0109","4","73624567","0001","AON OPZ III INT CASAGIT","0",,"A","1","CONV","30","N"
"0109","5","73624568","0001","AON OPZ III BIS INT FASDAC","0",,"A","1","CONV","30","N"
"0109","6","73624569","0001","AON OPZ III Bis 73624569","0",,"A","1","CONV","30","N"
"0109","7","73624570","0001","AON OPZ VI 73624570","0",,"A","1","CONV","30","N"
"0109","8","73624573","0001","AON OPZ VI 73624573","0",,"A","1","CONV","30","N"
"0109","9","73624589","0001","AON OPZ VI 73624589","0",,"A","1","CONV","30","N"
"0110","1","501049450","0001","AON HEWITT IMPIEGATI","0",,"A","1","CONV","30","N"
"0110","2","501049452","0001","AON HEWITT QUADRI","0",,"A","1","CONV","30","N"
