"COD_ACC","PRG_CONV","OPZIONE","TIPOISCRIZIONE","TIPOOPZIONE","INTEGR_SOST","FLG_INVIOSINISTRIADE","FLG_INVIOCONTRIBUTIADE"
"0003","1","MPT","CIVITUS",,,"N","N"
"0002","1","MUTUA SAS","NON PRESENTE","01-02-2022","SOSTITUTIVA","S","S"
"0004","2","MPT","CIVITUS",,,"N","N"
"0001","1","CASSA SAS","CIVITUS","01-01-2022","SOSTITUTIVA","S","N"
"0003","2","MPT","CIVITUS",,,"N","N"
"0002","2",,,,,"N","N"
"0012","1","CASSA PREVILINE ASSISTANCE","AON",,"SOSTITUTIVA","S","N"
"0007","2","CASSA PREVILINE ASSISTANCE","AON",,"SOSTITUTIVA","S","N"
"0008","2","CASSA PREVILINE ASSISTANCE","AON",,"SOSTITUTIVA","S","N"
"0009","1","CASSA PREVILINE ASSISTANCE","AON",,"SOSTITUTIVA","S","N"
"0009","2","CASSA PREVILINE ASSISTANCE","AON",,"SOSTITUTIVA","S","N"
"0011","1","CASSA PREVILINE ASSISTANCE","AON",,"SOSTITUTIVA","S","N"
"0013","2","PREVIASS II","AGENZIA ROMA MONTE SACRO (WILLIS ITALIA S.P.A.)",,"SOSTITUTIVA","S","N"
"0004","1","MPT","CIVITUS",,,"N","N"
"0013","7","PREVIASS II","AGENZIA ROMA MONTE SACRO (WILLIS ITALIA S.P.A.)",,"SOSTITUTIVA","S","N"
"0013","4","PREVIASS II","AGENZIA ROMA MONTE SACRO (WILLIS ITALIA S.P.A.)",,"SOSTITUTIVA","S","N"
"0013","5","PREVIASS II","AGENZIA ROMA MONTE SACRO (WILLIS ITALIA S.P.A.)",,"SOSTITUTIVA","S","N"
"0013","6","PREVIASS II","AGENZIA ROMA MONTE SACRO (WILLIS ITALIA S.P.A.)",,"SOSTITUTIVA","S","N"
"0014","1","MUTUA SAS","NON PRESENTE","01-02-2022","SOSTITUTIVA","N","N"
"0015","4","PREVIP","ROMA TRIONFALE",,"SOSTITUTIVA","S","N"
"0015","5","PREVIP","ROMA TRIONFALE",,"SOSTITUTIVA","S","N"
"0020","2","AREA SALUS","VERSPIEREN",,"INTEGRATIVA","S","N"
"0015","3","PREVIP","ROMA TRIONFALE",,"SOSTITUTIVA","S","N"
"0020","3","AREA SALUS","VERSPIEREN",,"SOSTITUTIVA","S","N"
"0015","2","PREVIP","ROMA TRIONFALE",,"SOSTITUTIVA","S","N"
"0021","2","AREA SALUS","VERSPIEREN",,"SOSTITUTIVA","S","N"
"0017","2","PREVIP","ROMA TRIONFALE",,"SOSTITUTIVA","S","N"
"0038","47","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0010","1","CASSA PREVILINE ASSISTANCE","AON",,"SOSTITUTIVA","S","N"
"0021","1","AREA SALUS","VERSPIEREN",,"SOSTITUTIVA","S","N"
"0019","7","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","46","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","146","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","4","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0019","147","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","26","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","14","FONDO TUTELA","INSER",,"INTEGRATIVA","N","N"
"0019","27","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","28","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","29","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","30","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","31","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","32","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","33","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","34","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","35","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","37","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","38","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","39","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","40","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","41","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","42","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","43","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","44","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","45","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","46","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","47","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","49","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","50","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","51","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","52","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","53","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","54","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","55","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","56","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","57","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","58","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","59","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","60","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","61","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","75","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","85","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","5","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0041","4","C.A.S.S.A.","ASSITECA",,"INTEGRATIVA","S","N"
"0019","150","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","149","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0041","5","C.A.S.S.A.","ASSITECA",,"INTEGRATIVA","S","N"
"0019","148","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0041","12","C.A.S.S.A.","ASSITECA",,"SOSTITUTIVA","S","N"
"0019","154","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0041","1","C.A.S.S.A.","ASSITECA",,"SOSTITUTIVA","S","N"
"0041","2","C.A.S.S.A.","ASSITECA",,"SOSTITUTIVA","S","N"
"0041","3","C.A.S.S.A.","ASSITECA",,"SOSTITUTIVA","S","N"
"0041","6","C.A.S.S.A.","ASSITECA",,"INTEGRATIVA","S","N"
"0041","9","C.A.S.S.A.","ASSITECA",,"INTEGRATIVA","S","N"
"0041","10","C.A.S.S.A.","ASSITECA",,"INTEGRATIVA","S","N"
"0041","11","C.A.S.S.A.","ASSITECA",,"SOSTITUTIVA","S","N"
"0041","18","C.A.S.S.A.","ASSITECA",,"SOSTITUTIVA","S","N"
"0041","19","C.A.S.S.A.","ASSITECA",,"SOSTITUTIVA","S","N"
"0041","20","C.A.S.S.A.","ASSITECA",,"SOSTITUTIVA","S","N"
"0052","1","PREVIASS II","WILLIS TOWER WATSON",,"INTEGRATIVA","S","N"
"0049","4","HYPO BANK","AGENZIA DI CODROIPO",,"SOSTITUTIVA","S","N"
"0053","6","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0048","1","PREVIP","MILANO CENTRO",,"SOSTITUTIVA","S","N"
"0053","15","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0053","7","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0053","8","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0053","9","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0056","1","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"SOSTITUTIVA","N","N"
"0056","4","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"INTEGRATIVA","N","N"
"0056","17","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"INTEGRATIVA","N","N"
"0056","3","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"INTEGRATIVA","N","N"
"0058","2","PREVIP","FUNK INTERNATIONAL SPA",,"SOSTITUTIVA","S","N"
"0038","48","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0058","1","PREVIP","FUNK INTERNATIONAL SPA",,"SOSTITUTIVA","S","N"
"0062","2","PREVIP","MILANO CENTRO",,"INTEGRATIVA","S","N"
"0063","1","PREVIASS","WILLIS TOWER WATSON",,"SOSTITUTIVA","S","N"
"0019","152","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","151","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","153","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","155","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","156","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","157","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","160","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","159","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","158","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","161","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","162","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","163","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","164","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","165","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","166","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","167","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","73","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","74","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","75","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","78","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","76","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","77","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","79","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","80","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","81","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","169","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","170","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","171","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","172","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","173","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","174","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","175","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","176","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","177","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","178","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","179","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","9","FONDO TUTELA","INSER",,"SOSTITUTIVA","N","N"
"0019","10","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","15","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0019","16","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0019","18","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","19","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","20","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","21","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","22","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","23","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","24","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","25","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0036","1","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","70","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","69","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","76","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","77","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","83","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","84","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0037","2","COMUNE DI BOLOGNA","AON",,"SOSTITUTIVA","S","N"
"0035","1","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","1","MUTUTA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0037","1","COMUNE DI BOLOGNA","AON",,"SOSTITUTIVA","S","N"
"0040","4","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","N","N"
"0040","1","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0040","3","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0041","13","C.A.S.S.A.","ASSITECA",,"SOSTITUTIVA","S","N"
"0040","5","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0040","6","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0041","14","C.A.S.S.A.","ASSITECA",,"SOSTITUTIVA","S","N"
"0041","15","C.A.S.S.A.","ASSITECA",,"SOSTITUTIVA","S","N"
"0041","16","C.A.S.S.A.","ASSITECA",,"SOSTITUTIVA","S","N"
"0041","17","C.A.S.S.A.","ASSITECA",,"SOSTITUTIVA","S","N"
"0046","1","C.A.S.S.A.","ASSITECA",,"SOSTITUTIVA","S","N"
"0049","2","HYPO BANK","AGENZIA DI CODROIPO",,"SOSTITUTIVA","S","N"
"0042","1","CASSA SAS","CIVITUS",,"SOSTITUTIVA","S","N"
"0049","1","HYPO BANK","AGENZIA DI CODROIPO",,"SOSTITUTIVA","S","N"
"0051","1","HYPO BANK","AGENZIA DI CODROIPO",,"SOSTITUTIVA","S","N"
"0051","2","HYPO BANK","AGENZIA DI CODROIPO",,"SOSTITUTIVA","S","N"
"0053","4","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0053","13","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0053","5","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0056","11","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"INTEGRATIVA","N","N"
"0056","2","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"SOSTITUTIVA","N","N"
"0053","14","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0056","10","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"INTEGRATIVA","N","N"
"0056","12","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"INTEGRATIVA","N","N"
"0069","1","AON","AON",,"SOSTITUTIVA","S","N"
"0060","1","PREVIP","MILANO CENTRO",,"SOSTITUTIVA","S","N"
"0061","2","PREVIP","CONNEXT ITALIA",,"SOSTITUTIVA","S","N"
"0041","22","C.A.S.S.A.","ASSITECA",,"INTEGRATIVA","S","N"
"0041","8","C.A.S.S.A.","ASSITECA",,"INTEGRATIVA","S","N"
"0019","113","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0041","21","C.A.S.S.A.","ASSITECA",,"INTEGRATIVA","S","N"
"0041","7","C.A.S.S.A.","ASSITECA",,"INTEGRATIVA","S","N"
"0038","54","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","115","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","117","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","118","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","50","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","51","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","119","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","52","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","120","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","122","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","121","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","123","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","53","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","124","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","91","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","49","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","127","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","92","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","88","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","94","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","98","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","99","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","100","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","101","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","102","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","104","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","106","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0019","108","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","109","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","110","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","114","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","116","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","55","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","125","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","86","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","87","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","89","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","93","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","103","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","105","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","111","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","126","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","128","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","129","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","130","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","56","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","131","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","132","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","133","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","134","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","137","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","58","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","59","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","60","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","61","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","62","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","63","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","138","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","139","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","140","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","141","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","142","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","64","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","65","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","143","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","144","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","145","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","69","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","70","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","71","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","83","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","84","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","180","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","87","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","6","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","12","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0030","1","SANINT","AGENZIA ALLIANZ MILANO 3",,"SOSTITUTIVA","S","N"
"0019","11","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0030","2","SANINT","AGENZIA ALLIANZ MILANO 3",,"SOSTITUTIVA","S","N"
"0069","2","AON","AON",,"SOSTITUTIVA","S","N"
"0019","78","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0033","1","SANINT","AGENZIA ALLIANZ MILANO 3",,"SOSTITUTIVA","S","N"
"0033","2","SANINT","AGENZIA ALLIANZ MILANO 3",,"SOSTITUTIVA","S","N"
"0019","62","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","63","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","64","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","65","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","71","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","72","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","73","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","74","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0018","1","PREVIP","ROMA TRIONFALE",,"SOSTITUTIVA","S","N"
"0019","79","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","80","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","81","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","82","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0036","4","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0036","3","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0038","8","MUTUTA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","27","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","2","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","4","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","6","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","7","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","9","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","10","MUTUTA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","11","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","12","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","22","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","23","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","24","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","25","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","26","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","13","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0039","1","PREVIASS II","WILLIS TOWER WATSON",,"INTEGRATIVA","S","N"
"0043","2","PREVIASS II","WILLIS TOWER WATSON",,"SOSTITUTIVA","S","S"
"0044","2","PREVIASS II","WILLIS TOWER WATSON",,"SOSTITUTIVA","S","S"
"0044","1","PREVIASS II","WILLIS TOWER WATSON",,"INTEGRATIVA","S","S"
"0043","1","PREVIASS II","WILLIS TOWER WATSON",,"INTEGRATIVA","S","S"
"0049","3","HYPO BANK","AGENZIA DI CODROIPO",,"SOSTITUTIVA","S","N"
"0048","3","PREVIP","MILANO CENTRO",,"SOSTITUTIVA","S","N"
"0053","2","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0053","3","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0053","1","PREVIP","MUNICH RE",,"SOSTITUTIVA","N","N"
"0053","10","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0053","12","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0053","11","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0056","16","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"SOSTITUTIVA","N","N"
"0056","7","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"SOSTITUTIVA","N","N"
"0061","1","PREVIP","CONNEXT ITALIA",,"SOSTITUTIVA","S","N"
"0056","5","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"SOSTITUTIVA","N","N"
"0056","8","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"INTEGRATIVA","N","N"
"0056","9","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"INTEGRATIVA","N","N"
"0056","6","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"SOSTITUTIVA","N","N"
"0062","1","PREVIP","MILANO CENTRO",,"SOSTITUTIVA","S","N"
"0038","31","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","135","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","136","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","57","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","66","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","28","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0038","29","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
